anunciante,area_privativa,area_total,atualizacao,bairro,cidade,cod_imovel,creci,data_publicacao,dce,endereco,garagem,quartos,suites,url,valor_condominio,valor_imovel,valor_mt2
61 Imóveis - Netimóveis,"51,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,342055,21418,,,SHTN,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-342055,1.468,640.000,12.549
Dourado Imóveis,"36,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,571586,27088,,,SHTN Trecho 2,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-trecho-2-571586,640,580.000,16.111
Bordalo PRIME Imobiliária ,"140,00 m²"," 140,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,476173,23761,,,SHTN Trecho 1,3,2,2,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shtn-trecho-1-476173,3.500,1.990.000,14.214
Victor Viana,"85,95 m²",,01/07/2022,ASA NORTE,BRASÍLIA,242118,17992,,,SHCGN 703 Bloco S,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shcgn-703-bloco-s-242118,1.083,1.219.218,14.185
Paulo Duarte Imóveis,"29,00 m²"," 29,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568870,21696,,,SQN 309,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-309-568870,,480.000,16.551
Coemi Imóveis ,"252,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,442606,3545,,,SQN 107,4,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-107-442606,,3.350.000,13.293
QUADRAIMOB,"30,14 m²",,01/07/2022,ASA NORTE,BRASÍLIA,165464,24900,,,SGAN 910/911,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-910-911-165464,,302.661,10.041
IC Corretora de Imóveis,"128,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,495193,24347,,,SQN 208 Bloco J,2,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-bloco-j-495193,,1.880.000,14.687
Casablanca Imobiliária,"44,34 m²"," 50,31 m²",01/07/2022,ASA NORTE,BRASÍLIA,466919,25592,,,SCRN 704/705 Bloco D,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-bloco-d-466919,530,275.000,6.202
Via House Prime,"298,00 m²"," 298,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568732,28564,,,CLN 309 Bloco D,4,5,5,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-cln-309-bloco-d-568732,3.600,2.950.000,9.899
Federal Administradora de Propriedades,"251,36 m²"," 292,11 m²",01/07/2022,ASA NORTE,BRASÍLIA,501922,22838,,,SQN 107 Bloco H,,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-107-bloco-h-501922,,3.350.000,13.327
61 Imóveis - Netimóveis,"143,00 m²"," 143,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,538275,21418,,,SQN 205 Bloco I,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-205-bloco-i-538275,939,1.350.000,9.440
Êxito Netimóveis,"23,00 m²"," 23,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,347661,5330,,,CLN 115 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-115-bloco-d-347661,295,135.000,5.869
Coemi Imóveis ,"105,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,525498,3545,,,SQN 311,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-311-525498,680,1.265.000,12.047
Federal Administradora de Propriedades,"157,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,568210,22838,,,SQN 212 Bloco H,1,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-212-bloco-h-568210,1.600,1.750.000,11.146
Liberty Imóveis,"26,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,156812,24105,,,SHN Quadra 5,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-156812,1.570,210.000,8.076
Coemi Imóveis ,"36,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,161480,3545,,,CLN 410,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-410-161480,210,220.000,6.111
Arthur Sá,"110,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,520984,12203,,,SQN 313,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-313-520984,950,1.250.000,11.363
Ferola Empreendimentos Imobiliários,"40,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,373174,11476,,,CLN 109,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-cln-109-373174,350,315.000,7.875
Malbeck Imóveis,"100,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,418237,19379,,,SQN 110,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-110-418237,,1.237.000,12.370
Ferola Empreendimentos Imobiliários,"137,00 m²"," 137,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,525631,11476,,,SQN 112,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-112-525631,,1.700.000,12.408
Coemi Imóveis ,"103,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,540010,3545,,,SQN 210,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-210-540010,972,1.450.000,14.077
Ironilda Corretora de Imóveis,"128,00 m²"," 242,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,490659,9436,,,CLN 208,2,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-cln-208-490659,,1.980.000,15.468
KR Imóveis,"36,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,323500,12180,,,SCRN 710/711,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-710-711-323500,,235.000,6.527
Nova Era Imob,"83,00 m²"," 83,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,463512,23018,,,SQN 316,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-316-463512,700,839.000,10.108
Paulo Henrique Imóveis,"300,00 m²"," 300,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,475723,24530,,,SQN 309 Bloco O,4,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-309-bloco-o-475723,3.500,3.200.000,10.666
Neuza Costa,"30,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,99617,20300,,,SGAN 910,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-910-99617,300,298.849,9.961
RE/MAX Capital ,"95,00 m²"," 95,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,431566,24523,,,SQN 409 Bloco N,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-409-bloco-n-431566,476,750.000,7.894
Tatiana Amaro,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,563016,20209,,,SGAN 911,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-911-563016,350,235.000,8.392
Scalercio Imobiliária,"127,00 m²"," 127,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,548657,CJ25006,,,SQN 208 Bloco J,2,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-208-bloco-j-548657,3.560,1.990.000,15.669
Essencial Imob,"26,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,443599,11277,,,SGAN 912,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-443599,280,230.000,8.846
61 Imóveis - Netimóveis,"96,00 m²"," 96,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,516111,21418,,,SQN 311 Bloco A,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-a-516111,,1.400.000,14.583
Edson Almeida,"130,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,571384,20016,,,SQN 215 Bloco H,1,3,2,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-h-571384,1.800,1.585.000,12.192
Coemi Imóveis ,"124,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,560988,3545,,,SQN 108,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-108-560988,,1.730.000,13.951
Coelho Imóveis Consultoria Prime,"100,00 m²"," 150,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568858,25138,,,SHN Quadra 5 Bloco D,2,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shn-quadra-5-bloco-d-568858,2.000,1.250.000,12.500
Coemi Imóveis ,"64,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,519963,3545,,,SQN 409,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-409-519963,,565.000,8.828
Lady Araújo ,"36,50 m²",,01/07/2022,ASA NORTE,BRASÍLIA,554042,25610,,,SCRN 712/713 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-bloco-d-554042,450,250.000,6.849
Alberto Leão,"52,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,562308,15601,,,SQN 210,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sqn-210-562308,516,620.000,11.923
Granville Negócios Imobiliários,"76,00 m²"," 76,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,567176,23201,,,SQN 305,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-305-567176,545,1.190.000,15.657
Reis Escritório Imobiliário,"57,89 m²",,01/07/2022,ASA NORTE,BRASÍLIA,561072,7380,,,SHCGN 716,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-716-561072,,665.000,11.487
Imobiliária Consolida,"131,93 m²"," 200,94 m²",01/07/2022,ASA NORTE,BRASÍLIA,414534,23017,,,SQN 304,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-304-414534,1.100,1.550.000,11.748
Coemi Imóveis ,"103,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,529047,3545,,,SQN 210,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-210-529047,972,1.450.000,14.077
Márcio Sanches,"110,00 m²"," 192,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,485331,21636,,,SQN 109 Bloco H,2,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-109-bloco-h-485331,960,1.550.000,14.090
Daleprane Inteligência Imobiliária,"34,18 m²"," 34,18 m²",01/07/2022,ASA NORTE,BRASÍLIA,465951,25937,,,SCRN 708/709,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-708-709-465951,130,240.000,7.021
Monteiro e Andrade Imóveis ,"78,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,463302,25286,,,SQN 312 Bloco H,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-bloco-h-463302,550,750.000,9.615
Coemi Imóveis ,"155,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,541233,3545,,,SQN 311,2,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-541233,1.650,2.280.000,14.709
Coemi Imóveis ,"37,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,61622,3545,,,SHN Quadra 5,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-5-61622,1.371,260.000,7.027
Beiramar Imóveis,"74,00 m²"," 99,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,550119,9486,,,SQN 314 Bloco C,1,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-314-bloco-c-550119,720,765.000,10.337
Coemi Imóveis ,"137,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,523058,3545,,,SQN 112,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-112-523058,1.100,1.490.000,10.875
Adriana Souza,"34,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,466497,14072,,,SHN Quadra 1,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-466497,,371.000,10.911
Thaís Imobiliaria,"94,00 m²"," 101,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,520865,CJ1704,,,SQN 312 Bloco C,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-bloco-c-520865,638,900.000,9.574
B. Souza Consultoria Imobiliária,"90,97 m²",,01/07/2022,ASA NORTE,BRASÍLIA,518841,28286,,,SHCGN 709 Bloco H,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-shcgn-709-bloco-h-518841,,729.000,8.013
Atempo imobiliária,"61,00 m²"," 68,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,475901,26760,,,SQN 416,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-416-475901,470,640.000,10.491
Manu Netimóveis,"120,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,529877,11983,,,SHCGN 711,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-shcgn-711-529877,1.000,1.220.000,10.166
Essencial Imob,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,563811,11277,,,SHTN,1,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-563811,560,490.000,17.500
Imóveis do DF,"134,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,502969,15605,,,SCEN Trecho 1,3,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-scen-trecho-1-502969,,2.950.000,22.014
Artiaga Imóveis,"38,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,47630,8192,,,SCRN 712/713 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-bloco-c-47630,257,232.000,6.105
Casa Moura Imóveis,"26,00 m²"," 38,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,516282,27094,,,SHN Quadra 1,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-516282,720,295.000,11.346
Maristela Imóveis,"148,89 m²"," 148,89 m²",01/07/2022,ASA NORTE,BRASÍLIA,519858,9734,,,SQN 215,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-215-519858,,1.970.000,13.231
Beiramar Imóveis,"36,00 m²"," 36,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,457652,9486,,,SCLRN 716,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sclrn-716-457652,,195.000,5.416
RE/MAX Capital ,"185,00 m²"," 287,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,550668,24523,,,SQN 110 Bloco I,2,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-110-bloco-i-550668,2.476,2.450.000,13.243
Petrus Imob,"150,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,492975,26957,,,SQN 208 Bloco A,1,4,1,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-208-bloco-a-492975,1.000,1.790.000,11.933
Weliton Lima corretor de imóveis,"103,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,515654,5230,,,SQN 115 Bloco H,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-115-bloco-h-515654,1.017,1.360.000,13.203
Thaís Imobiliaria,"27,00 m²"," 55,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,338199,CJ1704,,,STN,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-stn-338199,410,252.000,9.333
Abdala Imóveis,"30,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,283701,16964J,,,SHN Quadra 1 Bloco F,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-bloco-f-283701,,318.000,10.600
Rodrigo de Paulo Corretor de Imóveis,"130,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,449305,21455,,,SQN 316 Bloco F,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-316-bloco-f-449305,,1.399.999,10.769
Paulo Bites,"59,00 m²"," 124,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,565999,12243,,,SHTN Trecho 1,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shtn-trecho-1-565999,1.400,780.000,13.220
Thaís Imobiliaria,"47,00 m²"," 56,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,523071,CJ1704,,,SCRN 712/713 Bloco C,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-712-713-bloco-c-523071,385,300.000,6.382
McanimoveisDF,"55,78 m²",,01/07/2022,ASA NORTE,BRASÍLIA,405673,13060,,,SQN 209,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-209-405673,400,780.000,13.983
Manu Netimóveis,"37,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,524084,11983,,,CLN 411,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-411-524084,325,264.000,7.135
Massuh Imóveis ,"31,00 m²"," 31,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,486171,24825,,,SHTN,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shtn-486171,,500.000,16.129
Cicero Barbosa Consultor Imobiliário,"97,00 m²"," 154,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,530035,19461,,,SQN 113,1,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-113-530035,545,850.000,8.762
Pilotis Vendas,"28,00 m²"," 28,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,291711,22309,,,SHN Quadra 1,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-291711,550,330.000,11.785
Ferola Empreendimentos Imobiliários,"280,00 m²"," 330,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,417685,11476,,,SQN 110,3,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-110-417685,3.000,2.650.000,9.464
Silvio Silva,"203,00 m²"," 300,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,523808,22714,,,SQN 311 Bloco F,2,4,2,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-311-bloco-f-523808,2.122,2.450.000,12.068
Dalledone Imóveis,"33,40 m²",,01/07/2022,ASA NORTE,BRASÍLIA,443776,18925,,,SHN Quadra 1,,1,1,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-443776,780,315.000,9.431
Ironilda Corretora de Imóveis,"194,00 m²"," 344,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,312039,9436,,,SQN 215,3,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-215-312039,,0, 
Jânio Sousa Assessoria Imobiliária,"60,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,568085,13933,,,SHCGN 706 Bloco R,,2,,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-shcgn-706-bloco-r-568085,600,630.000,10.500
Daniela Caldas,"96,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,483119,26447,,,SQN 312,,3,,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-312-483119,,900.000,9.375
Imóveis do DF,"51,00 m²"," 51,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,452859,15605,,,SCRN 704/705,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-452859,530,305.000,5.980
Fernandes & Coelho Imóveis,"132,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,517856,25533,,,SQN 304 Bloco C,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-304-bloco-c-517856,990,1.500.000,11.363
JCMAX Imobiliária,"123,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,565886,27779,,,SQN 108 Bloco C,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-108-bloco-c-565886,1.100,1.150.000,9.349
Samantha Imóveis,"23,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,267430,365J,,,CLN 411 Bloco C,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-411-bloco-c-267430,,99.000,4.304
Silveira Imóveis,"30,00 m²"," 30,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,365625,23556,,,SCRN 704/705 Bloco B,1,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-scrn-704-705-bloco-b-365625,406,450.000,15.000
JCMAX Imobiliária,"38,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,495111,27779,,,SHN Quadra 1 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-shn-quadra-1-bloco-d-495111,723,400.000,10.526
Sakkis Toledo Imóveis,"127,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,418639,19313,,,SQN 116 Bloco J,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-116-bloco-j-418639,1.100,1.299.000,10.228
GN Escritório Imobiliário,"25,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,453918,9354,,,SGAN 912,1,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-453918,,265.000,10.600
Lamartine Imóveis,"100,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,503501,9451,,,SQN 203,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-203-503501,,1.150.000,11.500
Granville Negócios Imobiliários,"28,00 m²"," 28,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,568262,23201,,,CLN 311 Bloco D,,1,,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-cln-311-bloco-d-568262,361,230.000,8.214
Agropar Netimóveis ,"25,00 m²"," 25,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,207727,3832,,,SGAN 912 Módulo C,1,1,1,https://www.dfimoveis.com.br/imovel/kitnet-1-quarto-venda-asa-norte-brasilia-df-sgan-912-modulo-c-207727,282,245.000,9.800
BSB Netimóveis,"131,00 m²"," 131,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,492600,5542,,,SQN 112 Bloco I,1,2,1,https://www.dfimoveis.com.br/imovel/apartamento-2-quartos-venda-asa-norte-brasilia-df-sqn-112-bloco-i-492600,980,1.485.000,11.335
Ferola Empreendimentos Imobiliários,"28,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,399716,11476,,,SGAN 915 Módulo F,,1,,https://www.dfimoveis.com.br/imovel/apartamento-1-quarto-venda-asa-norte-brasilia-df-sgan-915-modulo-f-399716,,400.000,14.285
Meta Imobiliária,"129,00 m²",,01/07/2022,ASA NORTE,BRASÍLIA,246168,6885,,,SQN 114 Bloco C,2,3,3,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-114-bloco-c-246168,,1.950.000,15.116
SOS Imoveis,"125,30 m²"," 125,30 m²",01/07/2022,ASA NORTE,BRASÍLIA,446161,19952,,,SQN 105,,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-105-446161,965,950.000,7.581
Alessandro Jardim,"168,00 m²"," 168,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,560030,11763,,,SQN 109,2,4,4,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-109-560030,1.379,2.400.000,14.285
Maristela Imóveis,"124,00 m²"," 124,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,251240,9734,,,SQN 307,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-307-251240,,1.070.000,8.629
Jorge Neves,"194,65 m²"," 361,38 m²",01/07/2022,ASA NORTE,BRASÍLIA,332186,20013,,,SQN 215 Bloco D,4,4,3,https://www.dfimoveis.com.br/imovel/apartamento-4-quartos-venda-asa-norte-brasilia-df-sqn-215-bloco-d-332186,,0, 
Bordalo PRIME Imobiliária ,"154,00 m²"," 154,00 m²",01/07/2022,ASA NORTE,BRASÍLIA,320023,23761,,,SQN 106,1,3,1,https://www.dfimoveis.com.br/imovel/apartamento-3-quartos-venda-asa-norte-brasilia-df-sqn-106-320023,1.230,1.580.000,10.259
